XP_046653923.1	PTHR21349:SF0	39S RIBOSOMAL PROTEIN L21, MITOCHONDRIAL	2.7e-48	165.9	70-217
XP_046639023.1	PTHR24390:SF212	ZINC FINGER PROTEIN 367	1.3e-67	229.2	62-515
XP_046635346.1	PTHR10380:SF173	CUTICULAR PROTEIN 47EG-RELATED	6.8e-32	111.2	4-142
XP_046640961.1	PTHR45985:SF8	CHITIN DEACETYLASE-LIKE 9, ISOFORM A	1.5e-162	543.1	15-375
XP_046635236.1	PTHR11207:SF5	39S RIBOSOMAL PROTEIN L44, MITOCHONDRIAL	1.2e-116	390.0	11-350
XP_046632084.1	PTHR16088	YY1 ASSOCIATED PROTEIN-RELATED	1.7e-262	875.1	6-1292
XP_046647951.1	PTHR15361:SF4	RAD51-ASSOCIATED PROTEIN 1	2.1e-08	34.6	8-470
XP_046639549.1	PTHR45992:SF11	ALPHA-TYPE PROTEIN KINASE DOMAIN-CONTAINING PROTEIN	1.5e-70	239.0	9-238
XP_046637296.1	PTHR23143	TRICHOHYALIN-RELATED	0.00091	18.5	38-169
XP_046657773.1	PTHR13738:SF18	TROPONIN I 3	1.8e-60	205.2	7-412
XP_046631771.1	PTHR24413	SPECKLE-TYPE POZ PROTEIN	4.1e-29	103.1	70-253
XP_046640074.1	PTHR45701:SF21	NEURONAL SYNAPTOBREVIN, ISOFORM J	3.2e-65	220.5	3-112
XP_046655258.1	PTHR11636:SF5	POU DOMAIN MOTIF 3, ISOFORM F	1.3e-117	395.5	72-622
XP_046630593.1	PTHR22923:SF62	COMPLEMENT C1Q TUMOR NECROSIS FACTOR-RELATED PROTEIN 3	2.8e-22	80.2	88-288
XP_046650395.1	PTHR10003:SF102	SUPEROXIDE DISMUTASE [CU-ZN]	5.7e-71	239.0	1-186
XP_046644171.1	PTHR12439:SF41	POLY(U)-SPECIFIC ENDORIBONUCLEASE	6.8e-36	124.6	30-241
XP_046647550.1	PTHR13946:SF28	DNA-DIRECTED RNA POLYMERASES I AND III SUBUNIT RPAC2	9.1e-35	119.2	97-190
XP_046640560.1	PTHR44662	WD REPEAT-CONTAINING PROTEIN 81	0	1634.7	4-1666
XP_046639985.1	PTHR47331	PHD-TYPE DOMAIN-CONTAINING PROTEIN	6.2e-29	101.2	114-474
XP_046653085.1	PTHR46513:SF39	PROTEIN CUEBALL-LIKE PROTEIN	1.4e-165	552.8	1-384
XP_046639115.1	PTHR11559:SF370	CARBOXYLIC ESTER HYDROLASE-RELATED	1.8e-138	463.5	6-525
XP_046636492.1	PTHR24023	COLLAGEN ALPHA	6.3e-33	114.9	239-383
XP_046648508.1	PTHR22802:SF421	MIP03875P	5.2e-33	115.2	9-164
XP_046642886.1	PTHR19877:SF1	EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT I	1.6e-176	589.0	1-326
XP_046649721.1	PTHR10856:SF0	CORONIN-LIKE PROTEIN	3.1e-203	676.7	9-645
XP_046639312.1	PTHR11706:SF40	NATURAL RESISTANCE-ASSOCIATED MACROPHAGE PROTEIN 2	3.7e-235	782.6	34-543
XP_046630786.1	PTHR46276	E3 UBIQUITIN-PROTEIN LIGASE UBR5	0	3674.6	6-2913
XP_046648445.1	PTHR18898	NUCLEOPROTEIN TPR-RELATED	1.5e-29	102.7	4-174
XP_046652800.1	PTHR13780:SF122	5'-AMP-ACTIVATED PROTEIN KINASE SUBUNIT GAMMA-2	1.8e-177	592.5	375-698
XP_046641950.1	PTHR24197:SF44	ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 54	2.1e-49	169.3	44-518
XP_046636214.1	PTHR10380:SF239	CUTICULAR PROTEIN 47EF, ISOFORM C-RELATED	4.5e-33	116.0	22-153
XP_046649675.1	PTHR23123:SF3	LYSINE-SPECIFIC DEMETHYLASE 2A	1.2e-203	679.5	2-752
XP_046649198.1	PTHR16166:SF22	VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 13A	0	1825.0	8-3318
XP_046641704.1	PTHR12537:SF1	PUMILIO HOMOLOG 1	5.5e-243	810.2	55-1124
XP_046646762.1	PTHR22940:SF5	PROTEIN TIMELESS	0	1089.3	7-943
XP_046644535.1	PTHR24253:SF118	AGAP002422-PA	5.5e-137	456.7	270-601
XP_046633920.1	PTHR23279:SF44	DEFECTIVE PROBOSCIS EXTENSION RESPONSE 12, ISOFORM C	1.1e-105	353.3	38-326
XP_046638089.1	PTHR33236:SF5	CUB DOMAIN-CONTAINING PROTEIN	1.3e-144	483.1	7-477
XP_046650991.1	PTHR11439:SF436	RETROTRANSPOSON PROTEIN-RELATED	4e-81	273.8	9-253
XP_046643108.1	PTHR43289:SF2	SERINE/THREONINE-PROTEIN KINASE NEK7	2.8e-109	365.4	34-305
XP_046634104.1	PTHR13141	TRANSMEMBRANE PROTEIN 242	3.5e-52	176.4	13-171
XP_046654641.1	PTHR11929:SF232	ALPHA-(1,3)-FUCOSYLTRANSFERASE FUT-1	4.3e-115	385.5	1-253
XP_046637880.1	PTHR22923:SF62	COMPLEMENT C1Q TUMOR NECROSIS FACTOR-RELATED PROTEIN 3	2.7e-95	320.5	283-635
XP_046640238.1	PTHR11216:SF170	DYNAMIN ASSOCIATED PROTEIN 160, ISOFORM D	4.5e-41	141.7	1-145
XP_046643832.1	PTHR16199	CONDENSIN-2 COMPLEX SUBUNIT G2	2e-141	474.0	5-987
XP_046640348.1	PTHR25462	BONUS, ISOFORM C-RELATED	0.0002	21.1	67-108
XP_046644972.1	PTHR10408:SF8	O-ACYLTRANSFERASE	1e-190	634.9	95-576
XP_046651739.1	PTHR11011:SF60	FATTY ACYL-COA REDUCTASE 2	2.6e-144	481.9	1-443
XP_046639381.1	PTHR13382:SF54	F-BOX AND LEUCINE-RICH REPEAT PROTEIN 16	3.4e-39	135.9	1-483
XP_046657727.1	PTHR45705	FI20236P1	3.7e-63	215.6	1-212
XP_046632263.1	PTHR31531	E3 UBIQUITIN-PROTEIN LIGASE E3D FAMILY MEMBER	6.9e-35	121.2	34-282
XP_046646103.1	PTHR24256:SF458	AGAP005686-PA	8.3e-97	324.7	4-299
XP_046631625.1	PTHR43725:SF8	UDP-GLUCOSE 4-EPIMERASE	6.2e-142	473.6	18-373
XP_046642661.1	PTHR12764:SF4	INTRAFLAGELLAR TRANSPORT PROTEIN 122 HOMOLOG	8e-57	193.2	10-137
XP_046656244.1	PTHR31594:SF14	FIBRONECTIN TYPE-III DOMAIN-CONTAINING PROTEIN	1.5e-132	444.4	11-526
XP_046643419.1	PTHR22955:SF69	INTEGRASE CATALYTIC DOMAIN-CONTAINING PROTEIN	1.3e-106	358.8	3-497
XP_046643655.1	PTHR23257:SF954	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN	1.1e-83	281.8	281-560
XP_046632556.1	PTHR19269:SF45	TROPOMYOSIN-1, ISOFORMS 33/34	5.1e-104	348.1	143-435
XP_046656334.1	PTHR48043:SF145	EG:EG0003.4 PROTEIN-RELATED	3.5e-98	330.5	32-504
XP_046634611.1	PTHR45734	TENSIN	1.3e-289	964.8	91-1852
XP_046642290.1	PTHR22811:SF45	TRANSMEMBRANE EMP24 DOMAIN-CONTAINING PROTEIN 6	2.1e-81	273.4	141-349
XP_046635934.1	PTHR11923:SF107	EPITHELIAL MEMBRANE PROTEIN, ISOFORM B	7.2e-209	694.9	56-559
XP_046645099.1	PTHR45701:SF6	VESICLE-ASSOCIATED MEMBRANE PROTEIN 3	0.00071	20.3	59-305
XP_046645878.1	PTHR10239:SF28	ISTHMIN-2	6.9e-48	164.2	57-488
XP_046640326.1	PTHR22930:SF206	DDE TNP4 DOMAIN-CONTAINING PROTEIN-RELATED	4.9e-52	177.9	26-370
XP_046644213.1	PTHR21713:SF38	NAC-A/B DOMAIN-CONTAINING PROTEIN	1.5e-94	318.8	19-206
XP_046632803.1	PTHR32122	TATA BOX-BINDING PROTEIN ASSOCIATED FACTOR RNA POLYMERASE I SUBUNIT A	3.3e-09	36.9	54-498
XP_046647039.1	PTHR12411:SF55	CATHEPSIN K	8.8e-63	213.0	59-385
XP_046651842.1	PTHR24082:SF331	NUCLEAR RECEPTOR SUBFAMILY 1, GROUP H, MEMBER 3	2.1e-146	489.2	25-376
XP_046643749.1	PTHR43329:SF46	AB HYDROLASE-1 DOMAIN-CONTAINING PROTEIN-RELATED	1.1e-83	281.8	42-328
XP_046648830.1	PTHR10201:SF291	MATRIX METALLOPROTEINASE 1, ISOFORM C-RELATED	9.2e-63	213.4	36-223
XP_046637994.1	PTHR33236:SF5	CUB DOMAIN-CONTAINING PROTEIN	9.2e-173	576.0	22-560
XP_046645788.1	PTHR23234:SF7	GENE 14408-RELATED	4e-68	231.0	110-358
XP_046638922.1	PTHR10133:SF62	DNA POLYMERASE THETA	0	1624.2	124-1780
XP_046639077.1	PTHR12191	SOLUTE CARRIER FAMILY 39	3.2e-113	380.0	30-603
XP_046640703.1	PTHR10082:SF60	INTEGRIN BETA-PS	4.6e-166	554.8	20-608
XP_046654837.1	PTHR24206:SF104	SUBFAMILY NOT NAMED	1.9e-08	34.2	778-1158
XP_046653977.1	PTHR18034:SF4	NUCLEOLAR MIF4G DOMAIN-CONTAINING PROTEIN 1	1.7e-203	678.8	15-807
XP_046631439.1	PTHR15683:SF8	SCAFFOLD ATTACHMENT FACTOR B, ISOFORM B	2.8e-71	242.0	30-382
XP_046652538.1	PTHR11028	VACUOLAR ATP SYNTHASE SUBUNIT AC39	1.6e-192	640.0	5-348
XP_046641551.1	PTHR14215:SF0	SUBFAMILY NOT NAMED	7.8e-06	26.2	82-118
XP_046637427.1	PTHR21162:SF0	P53 AND DNA DAMAGE-REGULATED PROTEIN 1	2.6e-19	70.2	3-118
XP_046631666.1	PTHR12111:SF2	COILED-COIL DOMAIN-CONTAINING PROTEIN 130	4.9e-111	371.7	1-331
XP_046631812.1	PTHR13194	COMPLEX I INTERMEDIATE-ASSOCIATED PROTEIN 30	4.3e-21	76.0	44-231
XP_046633521.1	PTHR11561:SF11	PHOSPHOENOLPYRUVATE CARBOXYKINASE [GTP], MITOCHONDRIAL	0	1031.4	8-620
XP_046650590.1	PTHR24270:SF21	LOW-DENSITY LIPOPROTEIN RECEPTOR	2.5e-20	72.9	39-114
XP_046633057.1	PTHR45644:SF8	OUTER MITOCHONDRIAL TRANSMEMBRANE HELIX TRANSLOCASE	1e-132	443.3	7-317
XP_046640162.1	PTHR24253:SF66	SERINE PROTEINASE STUBBLE	1.3e-170	569.7	433-759
XP_046637770.1	PTHR20849	UNCHARACTERIZED	1.7e-148	496.5	2-438
XP_046647152.1	PTHR11280:SF9	GLUCOSAMINE-6-PHOSPHATE ISOMERASE 2	5.2e-153	509.0	1-269
XP_046640365.1	PTHR24006:SF905	UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 1	2.5e-133	446.7	100-715
XP_046641027.1	PTHR24413:SF213	FI01029P-RELATED	1.7e-60	205.9	135-319
XP_046647355.1	PTHR10484:SF188	HISTONE H4	8.3e-88	295.6	1-103
XP_046638798.1	PTHR21661:SF35	EPOXIDE HYDROLASE	6.3e-176	585.8	13-452
XP_046637676.1	PTHR22874:SF1	ACTIVATING MOLECULE IN BECN1-REGULATED AUTOPHAGY PROTEIN 1	4.2e-27	95.6	17-180
XP_046641793.1	PTHR39952	FI02073P	3.2e-142	476.6	21-635
XP_046655352.1	PTHR24291:SF193	CYTOCHROME P450 4V2	6.2e-201	668.9	20-524
XP_046635559.1	PTHR43651:SF3	1,4-ALPHA-GLUCAN-BRANCHING ENZYME	0	1137.8	23-702
XP_046640571.1	PTHR45999:SF2	PROTEIN UNC-13 HOMOLOG 4B	0	1515.5	153-1259
XP_046654592.1	PTHR23023:SF301	FLAVIN-CONTAINING MONOOXYGENASE	4.3e-233	774.6	5-442
XP_046655155.1	PTHR13140:SF713	UNCONVENTIONAL MYOSIN ID	0	1613.7	5-998
XP_046644160.1	PTHR11157:SF167	ELONGATION OF VERY LONG CHAIN FATTY ACIDS PROTEIN	2.6e-116	388.6	3-286
XP_046642096.1	PTHR10454:SF196	CASPASE_P20 DOMAIN-CONTAINING PROTEIN	2.5e-60	205.6	238-498
XP_046632980.1	PTHR10083	KUNITZ-TYPE PROTEASE INHIBITOR-RELATED	1.7e-33	116.4	22-142
XP_046631760.1	PTHR46858:SF5	E3 UBIQUITIN-PROTEIN LIGASE MDM2	5.7e-19	69.3	8-276
XP_046632110.1	PTHR23252:SF42	GPCRRHOPSN4 DOMAIN-CONTAINING PROTEIN	7.2e-113	378.3	5-456
XP_046653895.1	PTHR10091:SF0	GALACTOSE MUTAROTASE	5.1e-128	427.7	51-387
XP_046636952.1	PTHR11850:SF50	PRE-B-CELL LEUKEMIA TRANSCRIPTION FACTOR 2	2.5e-179	597.3	38-387
XP_046639218.1	PTHR45659:SF4	HOMEOBOX PROTEIN ABDOMINAL-A-RELATED	2.2e-76	258.5	2-361
XP_046649467.1	PTHR10663:SF342	FI21420P1	8.6e-227	756.0	28-1059
XP_046655033.1	PTHR14043:SF15	PROTEIN CASP	1.6e-58	199.5	44-231
XP_046651500.1	PTHR24396:SF19	FI01119P-RELATED	0	1047.6	100-1407
XP_046656072.1	PTHR47327:SF2	FI18240P1-RELATED	0	1094.5	63-774
XP_046655608.1	PTHR10698:SF0	V-TYPE PROTON ATPASE SUBUNIT H	6e-166	553.5	23-455
XP_046645431.1	PTHR12027:SF99	PROTEIN WNT	1.1e-176	588.1	44-406
XP_046650683.1	PTHR45905:SF1	GOLGI-LOCALIZED, GAMMA-ADAPTIN EAR CONTAINING, ARF BINDING PROTEIN	1.5e-215	718.3	3-677
XP_046641586.1	PTHR17571	URINARY PROTEIN  RUP /ACROSOMAL PROTEIN SP-10	1.1e-138	463.2	556-4923
XP_046638344.1	PTHR24276	POLYSERASE-RELATED	7.1e-72	242.6	6-315
XP_046652140.1	PTHR10942	LEISHMANOLYSIN-LIKE PEPTIDASE	4.9e-119	399.6	71-635
XP_046652271.1	PTHR45747:SF18	HISTONE-LYSINE N-METHYLTRANSFERASE EZH2	3.9e-284	945.1	210-1022
XP_046647491.1	PTHR11062:SF129	EXOSTOSIN-1	6.5e-215	716.6	1-685
XP_046632894.1	PTHR23199:SF16	PROTEIN SPAETZLE 5	3.6e-118	396.2	36-301
XP_046651901.1	PTHR10778:SF10	SOLUTE CARRIER FAMILY 35 MEMBER B1	1.2e-113	380.3	6-316
XP_046637903.1	PTHR23327	RING FINGER PROTEIN 127	7.2e-165	550.3	163-767
XP_046651460.1	PTHR22605:SF16	E3 UBIQUITIN-PROTEIN LIGASE RNF213	0	2971.6	82-4530
XP_046635222.1	PTHR10656:SF37	PROTEIN MAB-21-LIKE 2	6e-214	710.3	7-365
XP_046649507.1	PTHR12181	LIPIN	2.4e-235	784.7	1-1008
XP_046657093.1	PTHR12236:SF79	CUTICULAR PROTEIN 56F	1.2e-49	170.6	1-140
XP_046631091.1	PTHR46481	ZINC FINGER BED DOMAIN-CONTAINING PROTEIN 4	1e-61	210.1	116-786
XP_046640794.1	PTHR11662:SF448	FI19708P1	8.3e-150	499.7	13-476
XP_046640970.1	PTHR24413	SPECKLE-TYPE POZ PROTEIN	5.5e-24	86.3	172-335
XP_046651684.1	PTHR45851	MYC PROTO-ONCOGENE	2e-54	186.6	50-579
XP_046647284.1	PTHR11426:SF194	HISTONE H3	5.3e-99	329.9	1-136
XP_046646810.1	PTHR10681:SF163	AT16346P-RELATED	1.1e-111	371.7	559-749
XP_046632581.1	PTHR45678:SF5	AT03939P-RELATED	1.3e-146	488.1	7-362
XP_046639356.1	PTHR23253:SF80	MIF4G DOMAIN-CONTAINING PROTEIN	1.4e-198	660.4	1-360
XP_046650038.1	PTHR28593:SF3	METEORIN-LIKE PROTEIN	9.3e-104	347.4	50-383
XP_046642146.1	PTHR43286:SF1	ENDONUCLEASE III-LIKE PROTEIN 1	4.9e-115	384.7	38-324
XP_046651580.1	PTHR41153	RE41427P	5.9e-266	883.6	52-853
XP_046653649.1	PTHR28652:SF2	TRANSMEMBRANE PROTEIN 59-LIKE PROTEIN	8.3e-84	282.1	5-324
XP_046639475.1	PTHR10380:SF196	CUTICULAR PROTEIN 72EA	2e-50	172.4	1-192
XP_046634043.1	PTHR13954:SF6	ENDORIBONUCLEASE	2.1e-73	248.2	12-286
XP_046650603.1	PTHR45636:SF3	PAIRED	4.4e-233	774.9	8-533
XP_046649220.1	PTHR12611	PUR-TRANSCRIPTIONAL ACTIVATOR	2.7e-97	325.7	29-249
XP_046641506.1	PTHR42643:SF24	IONOTROPIC RECEPTOR 20A-RELATED	5.7e-34	118.4	17-133
XP_046655688.1	PTHR15127	HEAVYWEIGHT, ISOFORM A	4.7e-20	72.6	176-411
XP_046633455.1	PTHR11616:SF279	SODIUM-DEPENDENT SEROTONIN TRANSPORTER	7.7e-276	917.1	100-660
XP_046633619.1	PTHR46600:SF9	ZGC:153292	5.8e-44	151.5	1-401
XP_046642128.1	PTHR20889:SF1	PYRIDOXAL PHOSPHATE PHOSPHATASE PHOSPHO2	4.5e-70	236.4	101-335
XP_046632461.1	PTHR23278:SF30	SIDESTEP VIII, ISOFORM B	2.9e-183	612.1	57-735
XP_046655299.1	PTHR46780:SF19	MIP32738P1	1.8e-225	751.1	36-575
XP_046654013.1	PTHR23042:SF99	PROTEIN CYCLE	0	1082.7	31-952
XP_046647864.1	PTHR23189:SF6	RIBONUCLEOPROTEIN PTB-BINDING 2	6.3e-52	177.7	149-839
XP_046640854.1	PTHR11929:SF232	ALPHA-(1,3)-FUCOSYLTRANSFERASE FUT-1	1.8e-111	373.6	88-441
XP_046634252.1	PTHR15077:SF10	FAS-ASSOCIATED DEATH DOMAIN PROTEIN	2.8e-07	30.9	101-178
XP_046652090.1	PTHR11255:SF34	DIACYLGLYCEROL KINASE THETA	2.5e-175	584.3	1-726
XP_046654166.1	PTHR24390:SF224	GH23506P-RELATED	8.8e-69	233.4	100-810
XP_046631357.1	PTHR19924:SF26	U3 SMALL NUCLEOLAR RNA-ASSOCIATED PROTEIN 15 HOMOLOG	1.1e-152	510.1	1-512
XP_046637025.1	PTHR11774:SF4	GERANYLGERANYL TRANSFERASE TYPE-1 SUBUNIT BETA	3.8e-122	408.2	7-362
XP_046646044.1	PTHR22923:SF62	COMPLEMENT C1Q TUMOR NECROSIS FACTOR-RELATED PROTEIN 3	1.1e-90	305.3	50-337
XP_046631270.1	PTHR11616:SF241	TRANSPORTER	4.2e-208	693.0	45-581
XP_046648933.1	PTHR31912:SF16	ZGC:113210	1.8e-29	103.1	9-307
XP_046648579.1	PTHR43721:SF3	GTP-BINDING PROTEIN 2	1e-261	870.2	51-599
XP_046632900.1	PTHR12064:SF26	METAL TRANSPORTER CNNM4	2e-39	136.3	2-216
XP_046644411.1	PTHR13252	F-BOX ONLY PROTEIN 28	1.8e-66	225.6	57-317
XP_046632754.1	PTHR12706:SF30	PROTEIN STRAWBERRY NOTCH	4.7e-175	584.7	2-610
XP_046643327.1	PTHR24260:SF136	GH08193P-RELATED	5.2e-68	230.1	9-375
XP_046656662.1	PTHR10642:SF26	RIBONUCLEASE H1	1.7e-21	78.0	166-339
XP_046647204.1	PTHR24068:SF466	UBC CORE DOMAIN-CONTAINING PROTEIN	2.7e-87	291.5	4-151
XP_046636828.1	PTHR19316:SF35	NUCLEOTIDE EXCHANGE FACTOR SIL1	1.3e-132	443.7	30-469
XP_046657143.1	PTHR10380	CUTICLE PROTEIN	7.3e-36	124.8	1-123
XP_046631141.1	PTHR11232:SF17	CAPON-LIKE PROTEIN	2.6e-154	516.5	6-759
XP_046651604.1	PTHR43038:SF5	RE14039P	2.5e-229	763.8	27-754
XP_046644741.1	PTHR46005:SF4	RHO GTPASE-ACTIVATING PROTEIN 190	0	1989.0	1-1876
XP_046641639.1	PTHR23169:SF23	SHORT STOP, ISOFORM H	0	6358.9	30-5579
XP_046657239.1	PTHR48015:SF21	MISSHAPEN, ISOFORM A	0	1678.9	9-1364
XP_046632501.1	PTHR18866:SF33	METHYLCROTONOYL-COA CARBOXYLASE SUBUNIT ALPHA, MITOCHONDRIAL-RELATED	7.7e-292	970.6	22-707
XP_046650976.1	PTHR13281	UNCHARACTERIZED	3.2e-48	165.0	23-213
XP_046637542.1	PTHR14418	CONDENSIN COMPLEX SUBUNIT 3-RELATED	2.8e-233	777.8	5-994
XP_046657349.1	PTHR24248:SF185	DOPAMINE RECEPTOR 2	3.8e-196	653.1	13-498
XP_046653755.1	PTHR23291:SF113	TRANSMEMBRANE BAX INHIBITOR MOTIF-CONTAINING 7	6.3e-95	318.6	59-286
XP_046652761.1	PTHR10048:SF118	PI-3 KINASE	0	1466.1	7-1111
XP_046637983.1	PTHR11778	SERYL-TRNA SYNTHETASE	8.3e-178	592.3	3-548
XP_046651227.1	PTHR35193:SF5	MUCIN 13A, CELL SURFACE-ASSOCIATED-RELATED	0.00097	17.5	2-393
XP_046651111.1	PTHR42643:SF24	IONOTROPIC RECEPTOR 20A-RELATED	6.9e-55	187.2	61-436
XP_046636846.1	PTHR13318:SF247	GH16156P-RELATED	8.2e-39	134.9	1-492
XP_046647627.1	PTHR10332:SF88	EQUILIBRATIVE NUCLEOSIDE TRANSPORTER 1, ISOFORM A	4.8e-115	385.6	57-483
XP_046637066.1	PTHR23310:SF77	LD25952P	5.4e-77	260.7	2-238
XP_046654125.1	PTHR21579:SF20	PROTEIN TINCAR	7.1e-203	677.1	2-750
XP_046649587.1	PTHR11475:SF115	CHORION PEROXIDASE	7.6e-288	957.2	125-841
XP_046657512.1	PTHR10106:SF24	NO EXTENDED MEMORY, ISOFORM A	6.4e-116	387.1	15-246
XP_046637319.1	PTHR21237:SF25	GRPE PROTEIN HOMOLOG 1, MITOCHONDRIAL	2.4e-71	240.4	39-217
XP_046633823.1	PTHR12287:SF22	EPIDERMAL GROWTH FACTOR RECEPTOR KINASE SUBSTRATE 8-LIKE PROTEIN 3	1.4e-22	80.7	51-402
XP_046641853.1	PTHR21494:SF0	ACTIVATING SIGNAL COINTEGRATOR 1 COMPLEX SUBUNIT 2	5.5e-94	317.0	29-668
XP_046654322.1	PTHR40472:SF6	RICIN B-TYPE LECTIN DOMAIN-CONTAINING PROTEIN	2e-159	532.5	1-550
XP_046652454.1	PTHR10270:SF316	HMG BOX DOMAIN-CONTAINING PROTEIN-RELATED	1.3e-63	216.4	32-455
XP_046634529.1	PTHR43329:SF46	AB HYDROLASE-1 DOMAIN-CONTAINING PROTEIN-RELATED	4.3e-76	256.8	58-255
XP_046650320.1	PTHR11726:SF29	60S RIBOSOMAL PROTEIN L10-LIKE	2.9e-118	393.5	1-210
XP_046638858.1	PTHR12658	BETA-TUBULIN COFACTOR D	1.9e-300	1000.3	31-956
XP_046632773.1	PTHR24276:SF91	AT26814P-RELATED	1.5e-45	156.4	11-528
XP_046646913.1	PTHR24416:SF600	PDGF-AND VEGF-RECEPTOR RELATED, ISOFORM J	2.2e-109	367.8	1-177
XP_046639301.1	PTHR15124:SF15	MIGRATION AND INVASION ENHANCER 1	5.8e-16	59.3	2-89
XP_046652296.1	PTHR45775	RAD, GEM/KIR FAMILY MEMBER 2, ISOFORM C	2.1e-82	278.3	314-929
XP_046647476.1	PTHR10269:SF12	GLIAL CELL LINE-DERIVED NEUROTROPHIC FAMILY RECEPTOR-LIKE, ISOFORM E	2.7e-150	502.7	49-1064
XP_046645515.1	PTHR10663:SF344	BREFELDIN A-INHIBITED GUANINE NUCLEOTIDE-EXCHANGE PROTEIN 3	1.2e-141	474.3	3-1773
XP_046646183.1	PTHR28653	FAMILY NOT NAMED	1.5e-30	107.0	41-225
XP_046649048.1	PTHR23316:SF11	IMPORTIN SUBUNIT ALPHA-8	5.4e-178	593.1	2-470
XP_046650694.1	PTHR10900:SF120	FI19380P1	4.3e-80	270.7	1-339
XP_046631076.1	PTHR12444:SF8	PROTEIN EFR3 HOMOLOG CMP44E	1.1e-303	1010.1	28-837
XP_046640873.1	PTHR24260:SF139	CLIP DOMAIN-CONTAINING SERINE PROTEASE	2.7e-76	258.1	47-314
XP_046633391.1	PTHR11161	O-ACYLTRANSFERASE	3.5e-172	574.9	53-741
XP_046654944.1	PTHR22955:SF69	INTEGRASE CATALYTIC DOMAIN-CONTAINING PROTEIN	8.8e-171	571.4	485-2145
XP_046646389.1	PTHR14516:SF6	MULTIFUNCTIONAL FUSION PROTEIN	5.5e-12	45.7	30-96
XP_046642387.1	PTHR10380:SF173	CUTICULAR PROTEIN 47EG-RELATED	1.3e-32	113.5	4-154
XP_046645149.1	PTHR19957:SF212	T-SNARE DOMAIN-CONTAINING PROTEIN 1	5.4e-83	279.2	20-271
XP_046646272.1	PTHR46002	EG:114D9.1 PROTEIN-RELATED	1e-85	287.0	1-189
XP_046639667.1	PTHR12452	42-9-9 PROTEIN-RELATED	7.2e-39	133.7	4-123
XP_046641784.1	PTHR13043:SF1	EXOCYST COMPLEX COMPONENT 2	2.8e-193	645.4	28-880
XP_046642964.1	PTHR46762	NUCLEOREDOXIN-LIKE PROTEIN 2	5.9e-59	198.6	1-143
XP_046649026.1	PTHR11848:SF150	GROWTH/DIFFERENTIATION FACTOR 8	9.7e-84	282.0	164-618
XP_046637800.1	PTHR22923:SF62	COMPLEMENT C1Q TUMOR NECROSIS FACTOR-RELATED PROTEIN 3	7.7e-49	167.6	62-203
XP_046635631.1	PTHR24413:SF213	FI01029P-RELATED	1.1e-51	176.9	99-318
XP_046634914.1	PTHR22933:SF45	CPAP1-I	1.1e-129	434.9	13-767
XP_046645343.1	PTHR11006:SF122	ARGININE METHYLTRANSFERASE 8	1.5e-155	518.2	30-376
XP_046643918.1	PTHR18884:SF127	SEPTIN-7	3.1e-213	709.3	350-755
XP_046638009.1	PTHR33236:SF5	CUB DOMAIN-CONTAINING PROTEIN	6.6e-181	602.8	2-544
XP_046645233.1	PTHR10117:SF51	TRANSIENT RECEPTOR POTENTIAL PROTEIN	0	1270.2	61-874
XP_046643188.1	PTHR24073:SF1176	RAS-RELATED PROTEIN RAB-32	5e-103	344.0	404-618
XP_046651956.1	PTHR10666:SF456	UBIQUITIN-60S RIBOSOMAL PROTEIN L40	2e-82	275.1	1-146
XP_046641874.1	PTHR24247:SF238	DOPAMINE RECEPTOR 1	6.9e-130	433.4	50-475
XP_046647293.1	PTHR23430:SF385	HISTONE H2A	7e-81	269.2	1-123
XP_046652473.1	PTHR10515	THYMIDINE PHOSPHORYLASE	7.7e-185	615.0	1-443
XP_046637691.1	PTHR10334:SF507	SCP DOMAIN-CONTAINING PROTEIN	5.2e-47	161.2	25-240
XP_046651693.1	PTHR23415:SF42	CYCLIN-DEPENDENT KINASES REGULATORY SUBUNIT 1	5.7e-44	148.8	1-77
XP_046640596.1	PTHR11475:SF115	CHORION PEROXIDASE	3.8e-291	968.2	271-958
XP_046637260.1	PTHR11571:SF253	S-TRANSFERASE, PUTATIVE-RELATED	1.8e-113	378.1	2-218
XP_046642071.1	PTHR31981	GLYCOSYLATED LYSOSOMAL MEMBRANE PROTEIN	1.3e-109	367.3	10-404
XP_046655817.1	PTHR12295	FURRY-RELATED	0	2655.5	90-3128
XP_046639824.1	PTHR21314:SF0	QUEUOSINE SALVAGE PROTEIN	4.8e-121	404.9	2-336
XP_046632883.1	PTHR22923:SF62	COMPLEMENT C1Q TUMOR NECROSIS FACTOR-RELATED PROTEIN 3	4.8e-96	322.9	56-334
XP_046635847.1	PTHR12675	MUSCLEBLIND-LIKE PROTEIN	7e-49	167.9	14-214
XP_046649065.1	PTHR10513:SF15	NADH DEHYDROGENASE [UBIQUINONE] 1 ALPHA SUBCOMPLEX SUBUNIT 10, MITOCHONDRIAL	7e-97	325.5	40-393
XP_046640783.1	PTHR11214:SF334	HEXOSYLTRANSFERASE	8.9e-97	324.0	127-415
